page,level,section
3674,4,AIR X BLEED FAULT
3675,4,APU AUTO (EMER) SHUT DOWN
3676,4,APU FIRE DET FAULT
3677,4,APU FIRE LOOP A(B) FAULT
3678,4,APU FIRE LOOP A(B) FAULT
3679,4,█ APU FIRE █
3680,4,█ APU FIRE █
3681,4,AUTO FLT A/THR LIMITED
3682,4,AUTO FLT A/THR OFF
3683,4,█ AUTO FLT AP OFF █
3684,4,AUTO FLT FAC 1(2) FAULT
3685,4,AUTO FLT FAC 1 + 2 FAULT
3686,4,AUTO FLT FAC 1 + 2 FAULT
3687,4,AUTO FLT FAC 1 + 2 FAULT
3688,4,AUTO FLT FAC 1 + 2 FAULT
3689,4,AUTO FLT FAC 1 + 2 FAULT
3690,4,AUTO FLT FAC 1 + 2 FAULT
3691,4,AUTO FLT FAC 1 + 2 FAULT
3692,4,AUTO FLT FAC 1 + 2 FAULT
3693,4,AUTO FLT FAC 1 + 2 FAULT
3694,4,AUTO FLT FAC VERSIONS DISAGREE
3695,4,AUTO FLT FCU 1(2) FAULT
3696,4,AUTO FLT FCU 1 + 2 FAULT
3697,4,AUTO FLT FCU 1 + 2 FAULT
3698,4,AUTO FLT FCU 1 + 2 FAULT
3699,4,AUTO FLT FMGC VERSIONS DISAGREE
3700,4,AUTO FLT REAC W/S DET FAULT
3701,4,AUTO FLT RUD TRIM 1(2) FAULT
3702,4,AUTO FLT RUD TRIM SYS
3703,4,AUTO FLT RUD TRIM SYS
3704,4,AUTO FLT RUD TRV LIM 1(2)
3705,4,AUTO FLT RUD TRV LIM SYS
3706,4,AUTO FLT RUD TRV LIM SYS
3707,4,AUTO FLT RUD TRV LIM SYS
3708,4,AUTO FLT TCAS MODE FAULT
3709,4,AUTO FLT YAW DAMPER 1(2)
3710,4,AUTO FLT YAW DAMPER SYS
3711,4,AUTO FLT YAW DAMPER SYS
3712,4,AUTO FLT YAW DAMPER SYS
3713,4,AUTO FLT YAW DAMPER SYS
3714,4,AUTO FLT YAW DAMPER SYS
3715,4,AUTO FLT YAW DAMPER SYS
3716,4,AUTO FLT YAW DAMPER SYS
3717,4,AVIONICS SMOKE
3718,4,AVIONICS SMOKE
3719,4,BLEED MONITORING FAULT
3720,4,BLEED MONIT SYS 1(2) FAULT
3721,4,█ [MEM] LOSS OF BRAKING █
3722,4,[QRH] RESIDUAL BRAKING
3723,4,BRAKES A/SKID N/WS FAULT or A/SKID N/WS OFF
3724,4,BRAKES ALTN BRK FAULT
3725,4,BRAKES ALTN L(R) RELEASED
3726,4,BRAKES AUTO BRK FAULT
3727,4,BRAKES AUTO BRK FAULT
3728,4,BRAKES BRK Y ACCU LO PR
3729,4,BRAKES HOT
3730,4,BRAKES HOT
3731,4,BRAKES NORM + ALTN FAULT
3732,4,BRAKES NORM BRK FAULT
3733,4,BRAKES NORM BRK FAULT
3734,4,BRAKES PARK BRK FAULT (if installed)
3735,4,BRAKES PARK BRK LO PR
3736,4,BRAKES PARK BRK ON
3737,4,BRAKES RELEASED
3738,4,BRAKES SYS 1(2) FAULT
3739,4,BRAKES-N/WS MINOR FAULT
3740,4,BRAKES-N/WS MINOR FAULT
3741,4,[QRH] CABIN OVERPRESSURE
3742,4,█ CAB PR EXCESS CAB ALT █
3743,4,█ CAB PR EXCESS CAB ALT █
3744,4,█ CAB PR EXCESS CAB ALT █
3745,4,█ CAB PR EXCESS CAB ALT █
3746,4,█ CAB PR EXCESS CAB ALT █
3747,4,█ CAB PR EXCES RESIDUAL PR █
3748,4,CAB PR LDG ELEV FAULT
3749,4,CAB PR LO DIFF PR
3750,4,CAB PR OFV NOT OPEN
3751,4,CAB PR SAFETY VALVE OPEN
3752,4,CAB PR SAFETY VALVE OPEN
3753,4,CAB PR SYS 1(2) FAULT
3754,4,CAB PR SYS 1+2 FAULT
3755,4,CAB PR SYS 1+2 FAULT
3756,4,CAB PR SYS 1+2 FAULT
3757,4,C/B TRIPPED
3758,4,C/B TRIPPED
3759,4,COM ACARS FAULT (if installed)
3760,4,COM ACP 3 FAULT
3761,4,COM ADT FAULT
3762,4,COM AMU PART FAULT
3763,4,COM CAPT(F/O)(3RD OCC)( 4TH OCC (if installed)) PTT STUCK
3764,4,COM CIDS 1 + 2 FAULT
3765,4,COM ELT EMITTING
3766,4,COM ELT FAULT
3767,4,COM ELT FAULT ELT MONITORING LOSS
3768,4,COM HF 1(2) DATA FAULT (if installed)
3769,4,COM RMP 1(2) FAULT
3770,4,COM RMP 1+2 FAULT
3771,4,COM RMP 1(2) OFF
3772,4,COM RMP 1(2) OFF
3773,4,COM SATCOM DATA FAULT (if installed)
3774,4,COM SATCOM FAULT (if installed)
3775,4,COM SINGLE PTT STUCK (if installed)
3776,4,COM SINGLE PTT STUCK (if installed)
3777,4,COM SINGLE PTT STUCK (if installed)
3778,4,COM VHF 1(2)(3) /HF 1(2) EMITTING (if installed)
3779,4,COM VHF 3 DATA FAULT (if installed)
3780,4,COM VHF 3 DATA FAULT (if installed)
3781,4,COND FWD CAB/AFT CAB/CKPT DUCT OVHT
3782,4,COND FWD CAB/AFT CAB/CKPT DUCT OVHT
3783,4,COND FWD(AFT) CARGO DUCT OVHT (if installed)
3784,4,COND FWD(AFT) CRG HEAT FAULT (if installed)
3785,4,COND FWD(AFT) CRG ISOL VALVE (if installed)
3786,4,COND HOT AIR FAULT
3787,4,COND HOT AIR FAULT
3788,4,COND L+R CAB FAN FAULT
3789,4,COND LAV + GALLEY FAN FAULT
3790,4,COND LAV + GALLEY FAN FAULT
3791,4,COND TRIM AIR SYS FAULT
3792,4,COND TRIM AIR SYS FAULT
3793,4,█ CONFIG L(R) SIDESTICK FAULT (By Take Over) █
3794,4,█ CONFIG PARK BRK ON █
3795,4,█ CONFIG PITCH TRIM NOT IN T.O RANGE █
3796,4,█ CONFIG RUD TRIM NOT IN T.O RANGE █
3797,4,█ CONFIG SLATS (FLAPS) NOT IN T.O CONFIG █
3798,4,█ CONFIG SPD BRK NOT RETRACTED █
3799,4,DATALINK ATC FAULT
3800,4,DATALINK ATSU FAULT
3801,4,DATALINK COMPANY FAULT
3802,4,DATALINK COMPANY FAULT
3803,4,[QRH] COCKPIT DOOR FAULT
3804,4,DOOR L(R)(FWD)(AFT) AVIONICS (In flight)
3805,4,DOOR L(R)(FWD)(AFT) AVIONICS (On ground)
3806,4,DOOR L(R) FWD(AFT) CABIN (In flight)
3807,4,DOOR L(R) FWD(AFT) CABIN (In flight)
3808,4,DOOR L(R) FWD(AFT) CABIN (On ground)
3809,4,DOOR L(R) FWD(AFT) EMER EXIT (In flight)
3810,4,DOOR L(R) FWD(AFT) EMER EXIT (In flight)
3811,4,DOOR L(R) FWD(AFT) EMER EXIT (In flight)
3812,4,DOOR L(R) FWD(AFT) EMER EXIT (On ground)
3813,4,DOOR L(R) FWD(AFT) EMER EXIT (On ground)
3814,4,DOOR L(R) OVERWNG EXIT (In flight)
3815,4,DOOR L(R) OVERWNG EXIT (On ground)
3816,4,DOOR L(R) OVERWNG FAULT
3817,4,DOOR FWD(AFT)(BULK) CARGO (In flight)
3818,4,DOOR FWD(AFT)(BULK) CARGO (In flight)
3819,4,DOOR FWD(AFT)(BULK) CARGO (On ground)
3820,4,DOOR FWD(AFT)(BULK) CARGO (On ground)
3821,4,[QRH] Display Unit Failure
3822,4,[QRH] Display Unit Failure
3823,4,[QRH] Display Unit Failure
3824,4,[QRH] Display Unit Failure
3825,4,EIS DMC 1(2)(3) FAULT
3826,4,EIS DMC/FWC COM FAULT
3827,4,[QRH] ELEC EMER CONFIG SYS REMAINING
3828,4,[QRH] ELEC EMER CONFIG SYS REMAINING
3829,4,[QRH] ELEC EMER CONFIG SYS REMAINING
3830,4,[QRH] ELEC EMER CONFIG SYS REMAINING
3831,4,[QRH] ELEC EMER CONFIG SYS REMAINING
3832,4,[QRH] ELEC EMER CONFIG SYS REMAINING
3833,4,ELEC AC BUS 1 FAULT
3834,4,ELEC AC BUS 1 FAULT
3835,4,ELEC AC BUS 1 FAULT
3836,4,ELEC AC BUS 1 FAULT
3837,4,ELEC AC BUS 2 FAULT
3838,4,ELEC AC BUS 2 FAULT
3839,4,ELEC AC BUS 2 FAULT
3840,4,ELEC AC ESS BUS ALTN
3841,4,ELEC AC ESS BUS FAULT
3842,4,ELEC AC ESS BUS FAULT
3843,4,ELEC AC ESS BUS SHED
3844,4,ELEC AC ESS BUS SHED
3845,4,ELEC APU GEN FAULT
3846,4,ELEC APU GEN FAULT
3847,4,ELEC BAT 1(2) FAULT
3848,4,ELEC BAT 1(2) OFF
3849,4,ELEC BCL 1(2) FAULT
3850,4,ELEC DC BAT BUS FAULT
3851,4,ELEC DC BAT BUS FAULT
3852,4,ELEC DC BAT BUS FAULT
3853,4,ELEC DC BAT BUS FAULT
3854,4,ELEC DC BAT BUS FAULT
3855,4,ELEC DC BUS 1 FAULT
3856,4,ELEC DC BUS 1 FAULT
3857,4,ELEC DC BUS 1 FAULT
3858,4,ELEC DC BUS 1 FAULT
3859,4,ELEC DC BUS 2 FAULT
3860,4,ELEC DC BUS 2 FAULT
3861,4,ELEC DC BUS 2 FAULT
3862,4,ELEC DC BUS 2 FAULT
3863,4,ELEC DC BUS 2 FAULT
3864,4,ELEC DC BUS 2 FAULT
3865,4,ELEC DC BUS 2 FAULT
3866,4,ELEC DC BUS 2 FAULT
3867,4,ELEC DC BUS 2 FAULT
3868,4,ELEC DC BUS 1+2 FAULT
3869,4,ELEC DC BUS 1+2 FAULT
3870,4,ELEC DC BUS 1+2 FAULT
3871,4,ELEC DC BUS 1+2 FAULT
3872,4,ELEC DC BUS 1+2 FAULT
3873,4,ELEC DC BUS 1+2 FAULT
3874,4,ELEC DC BUS 1+2 FAULT
3875,4,ELEC DC BUS 1+2 FAULT
3876,4,ELEC DC BUS 1+2 FAULT
3877,4,ELEC DC EMER CONFIG
3878,4,ELEC DC EMER CONFIG
3879,4,ELEC DC EMER CONFIG
3880,4,ELEC DC EMER CONFIG
3881,4,ELEC DC EMER CONFIG
3882,4,ELEC DC EMER CONFIG
3883,4,ELEC DC EMER CONFIG
3884,4,ELEC DC ESS BUS FAULT
3885,4,ELEC DC ESS BUS FAULT
3886,4,ELEC DC ESS BUS FAULT
3887,4,ELEC DC ESS BUS FAULT
3888,4,ELEC DC ESS BUS FAULT
3889,4,ELEC DC ESS BUS FAULT
3890,4,ELEC DC ESS BUS FAULT
3891,4,ELEC DC ESS BUS FAULT
3892,4,ELEC DC ESS BUS FAULT
3893,4,ELEC DC ESS BUS FAULT
3894,4,ELEC DC ESS BUS FAULT
3895,4,ELEC DC ESS BUS FAULT
3896,4,ELEC DC ESS BUS SHED
3897,4,ELEC DC ESS BUS SHED
3898,4,ELEC DC ESS BUS SHED
3899,4,█ ELEC EMER CONFIG █
3900,4,█ ELEC EMER CONFIG █
3901,4,█ ELEC EMER CONFIG █
3902,4,█ ELEC EMER CONFIG █
3903,4,█ ELEC EMER CONFIG █
3904,4,█ ELEC EMER CONFIG █
3905,4,█ ELEC EMER CONFIG █
3906,4,█ ELEC EMER CONFIG █
3907,4,█ ELEC EMER CONFIG █
3908,4,█ ELEC EMER CONFIG █
3909,4,█ ELEC EMER CONFIG █
3910,4,█ ELEC EMER CONFIG █
3911,4,ELEC EMER GEN 1 LINE OFF
3912,4,█ ELEC ESS BUSES ON BAT █
3913,4,ELEC GEN 1(2) or APU GEN OVERLOAD
3914,4,ELEC GEN 1(2) FAULT
3915,4,ELEC GEN 1(2) OFF
3916,4,ELEC GEN 1(2) OFF
3917,4,ELEC IDG 1(2) DISCONNECTED
3918,4,ELEC IDG 1(2) DISCONNECTED
3919,4,ELEC IDG 1(2) OIL LO PR/OVHT
3920,4,ELEC IDG 1(2) OIL LO PR/OVHT
3921,4,ELEC STATIC INV FAULT
3922,4,ELEC TR 1(2) FAULT
3923,4,[QRH] ENG RELIGHT IN FLIGHT
3924,4,[QRH] ENG RELIGHT IN FLIGHT
3925,4,[QRH] ENG RELIGHT IN FLIGHT
3926,4,[QRH] ENG RELIGHT IN FLIGHT
3927,4,[QRH] ENG RELIGHT IN FLIGHT
3928,4,[QRH] ENG RELIGHT IN FLIGHT
3929,4,█ [QRH] ALL ENG FAIL █
3930,4,█ [QRH] ALL ENG FAIL █
3931,4,█ [QRH] ALL ENG FAIL █
3932,4,█ [QRH] ALL ENG FAIL █
3933,4,█ [QRH] ALL ENG FAIL █
3934,4,█ [QRH] ALL ENG FAIL █
3935,4,█ [QRH] ALL ENG FAIL █
3936,4,█ [QRH] ALL ENG FAIL █
3937,4,█ [QRH] ALL ENG FAIL █
3938,4,█ [QRH] ALL ENG FAIL █
3939,4,█ [QRH] ALL ENG FAIL █
3940,4,█ [QRH] ALL ENG FAIL █
3941,4,█ [QRH] ALL ENG FAIL █
3942,4,█ [QRH] ALL ENG FAIL █
3943,4,█ [QRH] ALL ENG FAIL █
3944,4,█ [QRH] ENG DUAL FAILURE - FUEL REMAINING █
3945,4,█ [QRH] ENG DUAL FAILURE - FUEL REMAINING █
3946,4,█ [QRH] ENG DUAL FAILURE - FUEL REMAINING █
3947,4,█ [QRH] ENG DUAL FAILURE - FUEL REMAINING █
3948,4,█ [QRH] ENG DUAL FAILURE - FUEL REMAINING █
3949,4,█ [QRH] ENG DUAL FAILURE - FUEL REMAINING █
3950,4,█ [QRH] ENG DUAL FAILURE - NO FUEL REMAINING █
3951,4,█ [QRH] ENG DUAL FAILURE - NO FUEL REMAINING █
3952,4,█ [QRH] ENG DUAL FAILURE - NO FUEL REMAINING █
3953,4,█ [QRH] ENG DUAL FAILURE - NO FUEL REMAINING █
3954,4,[QRH] ENG 1(2) STALL
3955,4,[QRH] ENG 1(2) STALL
3956,4,[QRH] ENGINE TAILPIPE FIRE
3957,4,[QRH] HIGH ENGINE VIBRATION
3958,4,[QRH] HIGH ENGINE VIBRATION
3959,4,[QRH] HIGH ENGINE VIBRATION
3960,4,[QRH] On Ground - Non ENG Shutdown after ENG Master OFF
3961,4,[QRH] One Engine Inoperative - Circling Approach
3962,4,[QRH] One Engine Inoperative - Circling Approach
3963,4,[QRH] One Engine Inoperative - Circling Approach
3964,4,[QRH] One Engine Inoperative - Circling Approach
3965,4,[QRH] One Engine Inoperative - Straight-In Approach
3966,4,█ ENG ALL ENGINES FAILURE █
3967,4,█ ENG ALL ENGINES FAILURE █
3968,4,█ ENG ALL ENGINES FAILURE █
3969,4,█ ENG ALL ENGINES FAILURE █
3970,4,█ ENG ALL ENGINES FAILURE █
3971,4,ENG FUEL CONTAMINATED
3972,4,ENG FUEL CONTAMINATED
3973,4,ENG FUEL CONTAMINATED
3974,4,ENG FUEL CONTAMINATED
3975,4,ENG 1(2) BLEED STATUS FAULT (In Flight)
3976,4,ENG 1(2) BLEED STATUS FAULT (On Ground)
3977,4,ENG 1(2) BLEED STATUS FAULT (On Ground)
3978,4,ENG COMPRESSOR VANE
3979,4,ENG COMPRESSOR VANE
3980,4,ENG 1(2) COMPRESSOR VANE
3981,4,ENG 1(2) CTL SYS FAULT
3982,4,ENG 1(2) CTL SYS FAULT
3983,4,ENG 1(2) CTL VALVE FAULT
3984,4,ENG 1(2) CTL VALVE FAULT
3985,4,ENG 1(2) CTL VALVE FAULT
3986,4,█ ENG DUAL FAILURE █
3987,4,█ ENG DUAL FAILURE █
3988,4,█ ENG DUAL FAILURE █
3989,4,ENG 1(2) EIU FAULT
3990,4,ENG 1(2) EIU FAULT
3991,4,ENG 1(2) EIU FAULT
3992,4,ENG 1(2) FADEC A(B) FAULT
3993,4,ENG 1(2) FADEC ALTERNATOR
3994,4,ENG 1(2) FADEC BLOWER FAULT
3995,4,ENG 1(2) FADEC FAULT
3996,4,ENG 1(2) FADEC FAULT
3997,4,ENG 1(2) FADEC FAULT
3998,4,ENG 1(2) FADEC HI TEMP
3999,4,ENG 1(2) FADEC HI TEMP
4000,4,ENG 1(2) FADEC HI TEMP
4001,4,ENG 1(2) FADEC IDENT FAULT
4002,4,ENG 1(2) FADEC SYS FAULT
4003,4,ENG 1(2) FAN COWL NOT CLSD
4004,4,ENG 1(2) FAIL
4005,4,ENG 1(2) FAIL
4006,4,ENG 1(2) FAIL
4007,4,ENG 1(2) FAIL
4008,4,ENG 1(2) FAIL
4009,4,ENG 1(2) FAIL
4010,4,ENG 1(2) FAIL
4011,4,█ ENG 1(2) FIRE (In Flight) █
4012,4,█ ENG 1(2) FIRE (In Flight) █
4013,4,█ ENG 1(2) FIRE (On Ground) █
4014,4,█ ENG 1(2) FIRE (On Ground) █
4015,4,ENG 1(2) FIRE DET FAULT
4016,4,ENG 1(2) FIRE LOOP A(B) FAULT
4017,4,ENG 1(2) FUEL CTL FAULT
4018,4,ENG 1(2) FUEL CTL FAULT
4019,4,ENG 1(2) FUEL FILTER CLOG
4020,4,ENG 1(2) FUEL FILTER - PARTLY CLOGGED
4021,4,ENG 1(2) FUEL FILTER DEGRAD
4022,4,ENG 1(2) FUEL LEAK
4023,4,ENG 1(2) FUEL RETURN VALVE
4024,4,ENG 1(2) FUEL RETURN VALVE
4025,4,ENG 1(2) FUEL RETURN VALVE
4026,4,ENG 1(2) FUEL SENSOR FAULT
4027,4,ENG 1(2) FUEL STRAINER CLOG
4028,4,ENG GA SOFT FAULT
4029,4,ENG 1(2) HIGH VIBRATION
4030,4,ENG 1(2) HOT AIR DET FAULT
4031,4,ENG 1(2) HOT AIR LEAK
4032,4,ENG 1(2) HP FUEL VALVE
4033,4,ENG 1(2) HP FUEL VALVE
4034,4,ENG 1(2) IGN FAULT (IGN A or B Fault)
4035,4,ENG 1(2) IGN FAULT (IGN A+B FAULT)
4036,4,ENG 1(2) LO START AIR PRESS
4037,4,ENG 1(2) LOW N1 (On Ground)
4038,4,ENG 1(2) LOW N1 (On Ground)
4039,4,ENG 1(2) MINOR FAULT
4040,4,ENG 1(2) N1 or N2 or EGT or FF DISCREPANCY
4041,4,ENG 1(2) N1/N2/EGT OVER LIMIT
4042,4,ENG 1(2) N1/N2/EGT OVER LIMIT
4043,4,ENG 1(2) N1/N2/EGT OVER LIMIT
4044,4,ENG 1(2) NO LIGHT UP
4045,4,ENG 1(2) OIL CHIP DETECTED
4046,4,ENG 1(2) OIL FILTER CLOG
4047,4,ENG 1(2) OIL FILTER - PARTLY CLOGGED
4048,4,ENG 1(2) OIL HI TEMP
4049,4,█ ENG 1(2) OIL LO PR █
4050,4,█ ENG 1(2) OIL LO PR █
4051,4,█ ENG 1(2) OIL LO PR █
4052,4,ENG 1(2) OIL LO TEMP
4053,4,ENG 1(2) OIL SENSOR FAULT
4054,4,ENG 1(2) ONE TLA FAULT
4055,4,ENG 1(2) OVSPD PROT FAULT
4056,4,ENG 1(2) OVTHR PROT FAULT
4057,4,ENG 1(2) PROBES FAULT
4058,4,ENG 1(2) PROBES FAULT
4059,4,ENG 1(2) REV INHIBITED
4060,4,ENG 1(2) REV ISOL FAULT
4061,4,ENG 1(2) REV LOCKED (on Ground)
4062,4,ENG 1(2) REV MINOR FAULT
4063,4,ENG 1(2) REV PRESSURIZED
4064,4,ENG 1(2) REV PRESSURIZED
4065,4,ENG REV SET
4066,4,ENG 1(2) REV SWITCH FAULT
4067,4,ENG 1(2) REVERSE UNLOCKED
4068,4,ENG 1(2) REVERSE UNLOCKED
4069,4,ENG 1(2) REVERSE UNLOCKED
4070,4,ENG 1(2) REVERSE UNLOCKED
4071,4,ENG 1(2) REVERSER CTL FAULT
4072,4,ENG 1(2) REVERSER FAULT
4073,4,ENG SAT ABOVE FLEX TEMP
4074,4,ENG 1(2) SENSOR FAULT
4075,4,ENG 1(2) SENSOR FAULT
4076,4,ENG 1(2) SHUT DOWN
4077,4,ENG 1(2) SHUT DOWN
4078,4,ENG 1(2) SHUT DOWN
4079,4,ENG 1(2) SHUT DOWN
4080,4,ENG 1(2) SHUT DOWN
4081,4,ENG 1(2) SHUT DOWN
4082,4,ENG 1(2) SHUT DOWN
4083,4,ENG 1(2) SHUT DOWN
4084,4,ENG 1(2) SHUT DOWN
4085,4,ENG 1(2) SHUT DOWN
4086,4,ENG 1(2) SHUT DOWN
4087,4,ENG 1(2) STALL
4088,4,ENG 1(2) STALL
4089,4,ENG 1(2) START FAULT
4090,4,ENG 1(2) START FAULT
4091,4,ENG 1(2) START FAULT
4092,4,ENG 1(2) START FAULT
4093,4,ENG 1(2) START FAULT
4094,4,ENG 1(2) START FAULT
4095,4,ENG 1(2) START FAULT
4096,4,ENG 1(2) START FAULT
4097,4,ENG 1(2) START FAULT
4098,4,ENG 1(2) START FAULT
4099,4,ENG 1(2) START FAULT
4100,4,ENG 1(2) START FAULT
4101,4,ENG 1(2) START FAULT
4102,4,ENG 1(2) START FAULT
4103,4,ENG 1(2) START FAULT
4104,4,ENG 1(2) START VALVE FAULT
4105,4,ENG 1(2) START VALVE FAULT
4106,4,ENG 1(2) START VALVE FAULT
4107,4,ENG 1(2) START VALVE FAULT
4108,4,ENG 1(2) START VALVE FAULT
4109,4,ENG 1(2) START VALVE FAULT
4110,4,ENG 1(2) START VALVE FAULT
4111,4,ENG 1(2) TIP CTL FAULT
4112,4,█ ENG 1(2) THR LEVER ABV IDLE █
4113,4,ENG 1(2) THR LEVER DISAGREE
4114,4,ENG 1(2) THR LEVER DISAGREE
4115,4,ENG 1(2) THR LEVER DISAGREE
4116,4,ENG 1(2) THR LEVER DISAGREE
4117,4,ENG 1(2) THR LEVER DISAGREE
4118,4,ENG 1(2) THR LEVER FAULT
4119,4,ENG 1(2) THR LEVER FAULT
4120,4,ENG 1(2) THR LEVER FAULT
4121,4,ENG 1(2) THR LEVER FAULT
4122,4,ENG 1(2) THR LEVER FAULT
4123,4,ENG THR LEVERS NOT SET
4124,4,ENG THR LEVERS NOT SET (ON GROUND)
4125,4,ENG THR LEVERS NOT SET (ON GROUND)
4126,4,ENG THR LEVERS NOT SET (AT GO-AROUND)
4127,4,ENG THRUST LOCKED
4128,4,ENG TYPE DISAGREE
4129,4,ENG VIB SYS FAULT
4130,4,ENG VIB SYS FAULT
4131,4,[QRH] Landing with Slats or Flaps Jammed
4132,4,[QRH] Landing with Slats or Flaps Jammed
4133,4,[QRH] Landing with Slats or Flaps Jammed
4134,4,[QRH] Landing with Slats or Flaps Jammed
4135,4,[QRH] Landing with Slats or Flaps Jammed
4136,4,[QRH] Landing with Slats or Flaps Jammed
4137,4,[QRH] Landing with Slats or Flaps Jammed
4138,4,[QRH] RUDDER JAM
4139,4,[QRH] STABILIZER JAM
4140,4,F/CTL AIL SERVO FAULT
4141,4,F/CTL ALTN LAW
4142,4,F/CTL ALTN LAW
4143,4,F/CTL ALTN LAW
4144,4,F/CTL ALTN LAW
4145,4,F/CTL ALTN LAW
4146,4,F/CTL ALTN LAW
4147,4,F/CTL DIRECT LAW
4148,4,F/CTL DIRECT LAW
4149,4,F/CTL DIRECT LAW
4150,4,F/CTL ELAC 1(2) FAULT (One Computer Failed)
4151,4,F/CTL ELAC 1(2) FAULT (One Computer Failed)
4152,4,F/CTL ELAC 1(2) FAULT (Both Computers Failed)
4153,4,F/CTL ELAC 1(2) FAULT (Both Computers Failed)
4154,4,F/CTL ELAC 1(2) FAULT (Both Computers Failed)
4155,4,F/CTL ELAC 1(2) FAULT (Both Computers Failed)
4156,4,F/CTL ELAC 1(2) FAULT (Both Computers Failed)
4157,4,F/CTL ELAC 1(2) FAULT (Both Computers Failed)
4158,4,F/CTL ELAC 1(2) FAULT (Both Computers Failed)
4159,4,F/CTL ELAC 1(2) PITCH FAULT (One Computer Failed)
4160,4,F/CTL ELAC 1(2) PITCH FAULT (One Computer Failed)
4161,4,F/CTL ELAC 1(2) PITCH FAULT (Both Computer Failed)
4162,4,F/CTL ELAC PITCH FAULT
4163,4,F/CTL ELEV REDUND DEGRDD
4164,4,F/CTL ELEV SERVO FAULT
4165,4,F/CTL FCDC 1(2) FAULT
4166,4,F/CTL FCDC 1+2 FAULT
4167,4,F/CTL FLAP ATTACH SENSOR
4168,4,F/CTL FLAPS FAULT/LOCKED
4169,4,F/CTL FLAPS FAULT/LOCKED
4170,4,F/CTL FLAPS FAULT/LOCKED
4171,4,F/CTL FLAPS FAULT/LOCKED
4172,4,█ F/CTL FLAP LVR NOT ZERO █
4173,4,F/CTL FLAP SYS 1(2) FAULT
4174,4,F/CTL FLAP/MCDU DISAGREE
4175,4,F/CTL FLAPS/SLATS FAULT/LOCKED
4176,4,F/CTL FLAPS/SLATS FAULT/LOCKED
4177,4,F/CTL FLAPS/SLATS FAULT/LOCKED
4178,4,F/CTL FLAPS/SLATS FAULT/LOCKED
4179,4,F/CTL GND SPLR 5 FAULT
4180,4,F/CTL GND SPLR 1+2(3+4) FAULT
4181,4,F/CTL GND SPLR NOT ARMED
4182,4,F/CTL L(R) AIL FAULT
4183,4,F/CTL L(R) ELEV FAULT
4184,4,F/CTL L(R) ELEV FAULT
4185,4,F/CTL L(R) ELEV FAULT
4186,4,F/CTL L(R) ELEV FAULT
4187,4,F/CTL L(R) ELEV FAULT
4188,4,F/CTL L(R) ELEV FAULT
4189,4,F/CTL L(R) ELEV FAULT
4190,4,█ F/CTL L+R ELEV FAULT █
4191,4,█ F/CTL L+R ELEV FAULT █
4192,4,█ F/CTL L+R ELEV FAULT █
4193,4,█ F/CTL L+R ELEV FAULT █
4194,4,F/CTL L(R) SIDESTICK FAULT
4195,4,F/CTL PITCH TRIM/MCDU/CG DISAGREE
4196,4,F/CTL SEC 1(2)(3) FAULT
4197,4,F/CTL SEC 1(2)(3) FAULT
4198,4,F/CTL SEC 1(2)(3) FAULT
4199,4,F/CTL SEC 1(2)(3) FAULT
4200,4,F/CTL SEC 1(2)(3) FAULT
4201,4,F/CTL SEC 1(2)(3) FAULT
4202,4,F/CTL SIDESTICK PRIORITY
4203,4,F/CTL SIDESTICK PRIORITY
4204,4,F/CTL SLATS AND FLAPS FAULT IN CONF 0
4205,4,F/CTL SLATS AND FLAPS FAULT IN CONF 0
4206,4,F/CTL SLATS AND FLAPS FAULT IN CONF 0
4207,4,F/CTL SLATS AND FLAPS FAULT IN CONF 0
4208,4,F/CTL SLATS AND FLAPS FAULT IN CONF 0
4209,4,F/CTL SLATS AND FLAPS FAULT IN CONF 0
4210,4,F/CTL SLATS AND FLAPS FAULT IN CONF 0
4211,4,F/CTL SLATS FAULT/LOCKED
4212,4,F/CTL SLATS FAULT/LOCKED
4213,4,F/CTL SLATS FAULT/LOCKED
4214,4,F/CTL SLATS FAULT/LOCKED
4215,4,F/CTL SLATS FAULT/LOCKED
4216,4,F/CTL SLATS FAULT/LOCKED
4217,4,F/CTL SLATS FAULT/LOCKED
4218,4,F/CTL SLATS FAULT/LOCKED
4219,4,F/CTL SLATS FAULT/LOCKED
4220,4,F/CTL SLAT SYS 1(2) FAULT
4221,4,F/CTL SPD BRK 2 (3+4) FAULT
4222,4,F/CTL SPD BRK DISAGREE (Surfaces 3+4 affected)
4223,4,F/CTL SPD BRK DISAGREE (Surfaces 2+3+4 affected)
4224,4,F/CTL SPD BRK FAULT
4225,4,F/CTL SPD BRK STILL OUT
4226,4,F/CTL SPLR FAULT
4227,4,F/CTL SPLR FAULT
4228,4,F/CTL SPLR FAULT
4229,4,F/CTL SPLR FAULT
4230,4,F/CTL SPLR FAULT
4231,4,F/CTL STABILIZER JAM
4232,4,F/CTL STABILIZER JAM
4233,4,F/CTL STABILIZER JAM
4234,4,F/CTL STABILIZER JAM
4235,4,F/CTL STABILIZER JAM
4236,4,F/CTL STABILIZER JAM
4237,4,F/CTL STABILIZER JAM
4238,4,F/CTL STABILIZER JAM
4239,4,[QRH] ACT SYSTEM FAULT
4240,4,[QRH] ACT XFR FAULT
4241,4,[QRH] FUEL IMBALANCE
4242,4,[QRH] FUEL IMBALANCE
4243,4,[QRH] FUEL LEAK
